station_name,river_name,state,district,month,dissolved_oxygen,bod,ph,violation_reasons,risk_score,risk_category,label_confidence,risk_confidence,rule_based_explanation
"Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune.",Mutha,,Pune,Aug,6.7,3.4,8.2,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Indrayani river at D/s of Alandigaon, Village. Alandigaon, Taluka. Haweli, District. Pune.",Indrayani,,Pune,Aug,5.4,6.2,7.8,BOD (6.2 > 3),2.72,Low Risk,High,High,Non-compliant because BOD is 6.20 mg/L (above 3). Risk category: Low Risk.
"Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune.",Bhima,,Pune,Aug,5.8,4.2,8.1,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Ghod river at Shirur, Village. Shirur,Taluka. Shirur,District. Pune.",Ghod,,Pune,Aug,6.3,3.6,8.2,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Indrayani river at D/s of Moshi village. Village. Moshi,  Taluka. Haweli, District. Pune.",Indrayani,,Pune,Aug,4.3,7.4,7.6,DO (4.3 < 5); BOD (7.4 > 3),9.34,Low Risk,High,High,Non-compliant because DO is 4.30 mg/L (below 5); BOD is 7.40 mg/L (above 3). Risk category: Low Risk.
"Indrayani river at U/s of Moshigaon,Village. Moshi, Taluka. Haweli, District. Pune.",Indrayani,,Pune,Aug,5.0,6.4,7.7,BOD (6.4 > 3),2.89,Low Risk,High,High,Non-compliant because BOD is 6.40 mg/L (above 3). Risk category: Low Risk.
"Mula.Mutha river at D/s of Theur, Village. Theur, Taluka. Haweli, District. Pune.",Mula.Mutha,,Pune,Aug,5.2,7.8,8.1,BOD (7.8 > 3),4.09,Low Risk,High,High,Non-compliant because BOD is 7.80 mg/L (above 3). Risk category: Low Risk.
"Vel river at Shikrapur, Village. Shikrapur,Taluka. Shirur, District. Pune.",Vel,,Pune,Aug,5.5,5.0,8.2,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Sangavigaon,  Village. Sangavigaon, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,3.4,13.5,7.6,DO (3.4 < 5); BOD (13.5 > 3),21.74,Low Risk,High,High,Non-compliant because DO is 3.40 mg/L (below 5); BOD is 13.50 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Kasarwadi, Village. Kasarwadi, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,3.2,15.0,7.5,DO (3.2 < 5); BOD (15.0 > 3),24.61,Low Risk,High,High,Non-compliant because DO is 3.20 mg/L (below 5); BOD is 15.00 mg/L (above 3). Risk category: Low Risk.
"Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,3.9,9.5,7.5,DO (3.9 < 5); BOD (9.5 > 3),14.33,Low Risk,High,High,Non-compliant because DO is 3.90 mg/L (below 5); BOD is 9.50 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Ravet Weir, Village. Ravet, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,4.7,7.2,7.9,DO (4.7 < 5); BOD (7.2 > 3),5.97,Low Risk,High,High,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 7.20 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Chinchwadgaon, Village. Chinchwadgaon,Taluka. Haweli,District. Pune.",Pawana,,Pune,Aug,4.1,8.6,7.9,DO (4.1 < 5); BOD (8.6 > 3),11.97,Low Risk,High,High,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Pimprigaon, Village. Pimprigaon, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,3.5,12.5,7.6,DO (3.5 < 5); BOD (12.5 > 3),20.09,Low Risk,High,High,Non-compliant because DO is 3.50 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Krishna bridge, ( Krishna river at NH.4 bridge ) Village. Karad, Taluka. Karad, District. Satara.",Krishna,,Satara,Aug,6.2,2.8,8.0,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara.",Venna,,Satara,Aug,6.0,5.2,8.2,BOD (5.2 > 3),1.87,Low Risk,High,High,Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara.",Krishna,,Satara,Aug,5.5,4.2,7.9,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Krishna. Venna Sangam Mahuli , Village. Mahuli,Taluka. Mahuli, District. Satara.",Krishna,,Satara,Aug,5.9,4.0,7.9,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Koyna River at Karad, Village. Karad,Taluka. Karad, District. Satara.",Koyna,,Satara,Aug,5.9,4.6,8.1,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Wai, Village. Wai,Taluka. Wai,District. Satara.",Krishna,,Satara,Aug,5.2,7.2,8.1,BOD (7.2 > 3),3.57,Low Risk,High,High,Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk.
"Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara.",Nira,,Satara,Aug,6.1,4.0,8.3,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Nira river at Shindewadi,  Village. Shirval, Taluka. Khandala, District. Satara.",Nira,,Satara,Aug,5.4,5.2,8.1,BOD (5.2 > 3),1.87,Low Risk,High,High,Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.
"Urmodi river at Nagthne, Village. Nagthane,Taluka. Satara, District. Satara.",Urmodi,,Satara,Aug,5.1,7.6,7.9,BOD (7.6 > 3),3.91,Low Risk,High,High,Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk.
"Venna river at  Mahabaleshwar, Village. Mahabaleshwar, Taluka. Mahabaleshwar, District. Satara.",Venna,,Satara,Aug,6.4,3.8,7.5,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Venna river at Mahuli, Village. Mahuli, Taluka. Mahuli, District. Satara.",Venna,,Satara,Aug,6.4,3.6,8.1,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Dhom Dam, Village. Wai, Taluka.Mahabaleshwar, District.Satara.",Krishna,,Satara,Aug,6.8,2.4,8.2,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bhima river at Takli near Karnataka border, Village. Takali, Taluka. South Solapur,  District. Solapur.",Bhima,,Solapur,Aug,5.1,8.2,8.2,BOD (8.2 > 3),4.43,Low Risk,High,High,Non-compliant because BOD is 8.20 mg/L (above 3). Risk category: Low Risk.
"Bhima river at Narsingpur  near Sangam bridge after confluence with Nira, Village. Narsingpur, Taluka.Malshiros, District. Solapur.",Bhima,,Solapur,Aug,5.2,7.2,8.3,BOD (7.2 > 3),3.57,Low Risk,High,High,Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk.
"Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur.",Chandrabhaga,,Solapur,Aug,5.1,7.6,8.2,BOD (7.6 > 3),3.91,Low Risk,High,High,Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk.
"Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur.",Chandrabhaga,,Solapur,Aug,4.7,8.6,8.3,DO (4.7 < 5); BOD (8.6 > 3),7.17,Low Risk,High,High,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.
"Sina river near Laboti toll naka, Village. Laboti,Taluka. Mohal, District. Solapur.",Sina,,Solapur,Aug,4.9,8.4,8.0,DO (4.9 < 5); BOD (8.4 > 3),5.4,Low Risk,High,High,Non-compliant because DO is 4.90 mg/L (below 5); BOD is 8.40 mg/L (above 3). Risk category: Low Risk.
"Nalla at D/s of Aklai Mandir, Village. Aklai, Taluka. Malshiras, District. Solapur.",Nala,,Solapur,Aug,5.3,5.4,8.3,BOD (5.4 > 3),2.04,Low Risk,High,High,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.
"Ujani dam pumping station, Dist- Solapur ",Ujani,,Solapur,Aug,6.2,4.0,8.3,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Jaikwadi Dam, Village. Paithan, Taluka. Paithan, District.Ch. Sambhaji Nagar.",Godavari,,Ch. Sambhaji Nagar,Jul,7.2,2.2,8.6,pH (8.6 not in 6.5-8.5),0.36,Low Risk,High,High,Non-compliant because pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.
"Godavari river at U/s of Paithan at Paithan intake pump house, Village. Jayakwadi, Taluka. Paithan, District. Ch. Sambhaji Nagar.",Godavari,,Ch. Sambhaji Nagar,Jul,6.3,3.6,8.6,BOD (3.6 > 3); pH (8.6 not in 6.5-8.5),0.87,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.
"Godavari river at D/s of Paithan at Pathegaon bridge, Village. Pathegaon, Taluka. Paithan, District. Ch. Sambhaji Nagar.",Godavari,,Ch. Sambhaji Nagar,Jul,7.4,2.2,8.6,pH (8.6 not in 6.5-8.5),0.36,Low Risk,High,High,Non-compliant because pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.
"Godavari river at U/s of Aurangabad Reservoir,Kaigaon Tokka near Kaigaon bridge,Village. Kaigaon,Taluka. Gangapur,District. Ch. Sambhaji Nagar.",Godavari,,Ch. Sambhaji Nagar,Jul,5.7,4.2,8.6,BOD (4.2 > 3); pH (8.6 not in 6.5-8.5),1.38,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.
"Godavari river at Jalna Intake water pump house, Village. Shahabad, Taluka. Ambad, District. Jalna.",Godavari,,Jalna,Jul,6.4,3.0,8.4,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bindusara river at Beed, near intake water pump house at Dam, Village. Paligaon, Taluka. Beed, District. Beed.",Bindusara,,Beed,Jul,7.2,2.2,8.4,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Godavari river at Latur water intake near Pump house. Village. Dhamegaon, Taluka. Kalumb, District. Dharashiv",Godavari,,Latur,Jul,6.5,3.8,8.2,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Manjra river at D/s of Latur, near Latur. Nanded bridge, Village. Bhatkheda, Taluka. Latur, District. Latur.",Manjra,,Latur,Jul,5.8,4.2,8.0,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Raher, Village.Raher, Taluka. Nayagaon, District. Nanded.",Godavari,,Nanded,Jul,5.6,4.2,8.3,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river near Intake water pump house, Village. Vishnupuri, Taluka. Nanded, District. Nanded.",Godavari,,Nanded,Jul,6.3,3.6,8.2,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Asna River, Dist- Nanded",Asna,,Nanded,Jul,6.8,3.2,8.3,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Dhalegaon, Village. Dhalegaon, Taluka. Pathari,  District. Parbhani.",Godavari,,Parbhani,Jul,6.2,2.2,7.9,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Purna River, Yeldari dam, Dist- Parbhani",Purna,,Parbhani,Jul,6.2,3.8,8.1,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Rajapur Weir, Village. Rajapur, Taluka. Shirol, District. Kolhapur.",Krishna,,Kolhapur,Jul,6.7,3.0,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna river at Kurundwad near Santaji Ghorpade Ghat , Village.Narshingwadi, Kurundwad, Taluka. Shirol, District. Kolhapur.",Krishna,,Kolhapur,Jul,6.5,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panchaganga river at U/s of Kolhapur town near Balinga Pumping station, Village.Balinga, Taluka. Karvir, District. Kolhapur.",Panchaganga,,Kolhapur,Jul,6.8,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panchaganga river at D/s of Kolhapur town at Gandhi nagar near NH.4 bridge and MIDC, Village. Uchegaon, Taluka. Kolhapur, District. Kolhapur.",Panchaganga,,Kolhapur,Jul,6.6,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panchaganga river at Shirol near Shirol Intake well, Village. Shirol, Taluka. Shirol, District. Kolhapur.",Panchaganga,,Kolhapur,Jul,6.5,3.0,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panchaganga river at Ichalkaranji near MIDC  intake well. Village. Shiradhwad  (Ichalkaranji ghat), Taluka.Hatkanangale, District. Kolhapur.",Panchaganga,,Kolhapur,Jul,6.5,2.8,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Haladi River, Dist-Kolhapur",Haladi,,Kolhapur,Jul,6.6,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panchaganga River, Terwad bandhara, Dist- Kolhapur",Panchaganga,,Kolhapur,Jul,6.4,2.8,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna river at Maighat, Village. Gawali gally, Taluka. Miraj,  District. Sangli.",Krishna,,Sangli,Jul,7.1,3.0,8.4,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna river at Walwa, D/s of Islampur near Vithal Temple, Village. Walwa, Taluka. Walwa, District. Sangli.",Krishna,,Sangli,Jul,6.9,3.2,8.4,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Krishna River at nagthane KT weir, nagthane, Tal-Walwa, Dist-Sangli",Krishna,,Sangli,Jul,6.6,3.0,8.4,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna River at krishna ghat, miraj Dist-Sangli",Krishna,,Sangli,Jul,6.7,3.2,8.3,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Krishna River at new haripur bridge, Tal- Miraj, Dist-Sangli",Krishna,,Sangli,Jul,7.2,2.8,8.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Vashishti river at U/s of Three M Paper Mills near M/s Multifilms Plastic  Pvt. Ltd ., Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",Vashishti,,Ratnagiri,Jul,7.0,2.8,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Vashishti river at D/s of Three M Paper Mills near Chiplun water intake  jackwell,  Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",Vashishti,,Ratnagiri,Jul,6.7,3.2,7.8,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Vashishti river at U/s of Pophali near Konphansawane bridge, Village. Pophali, Taluka. Chiplun, District. Ratnagiri.",Vashishti,,Ratnagiri,Jul,6.8,3.0,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri.",Karambavane,,Ratnagiri,Jul,6.5,3.2,7.6,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",Muchkundi,,Ratnagiri,Jul,6.8,2.8,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,,Ratnagiri,Jul,5.9,16.0,8.2,BOD (16.0 > 3),11.06,Low Risk,High,High,Non-compliant because BOD is 16.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,,Ratnagiri,Jul,5.7,14.0,8.2,BOD (14.0 > 3),9.36,Low Risk,High,High,Non-compliant because BOD is 14.00 mg/L (above 3). Risk category: Low Risk.
"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Madvi,,Ratnagiri,Jul,6.4,6.0,8.0,BOD (6.0 > 3),2.55,Low Risk,High,High,Non-compliant because BOD is 6.00 mg/L (above 3). Risk category: Low Risk.
"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Pimpal.Paneri,,Ratnagiri,Jul,6.7,3.0,8.0,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Jul,6.2,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Jul,7.1,3.0,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savitri river at Shedav Dov, Village. Shedav Dov, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Jul,7.3,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savitri river at Dadli road bridge, Village. Dadli, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Jul,7.5,2.8,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Jul,7.5,2.8,7.9,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Ulhas river neral, Tal- Karjat, Dist- Raigad",Ulhas,,Raigad,Jul,7.1,2.6,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Kundalika river , kolad, Dist- Raigad",Kundalika,,Raigad,Jul,7.0,2.2,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,,Mumbai,Jul,5.3,10.0,8.5,BOD (10.0 > 3),5.96,Low Risk,High,High,Non-compliant because BOD is 10.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,,Mumbai,Jul,5.5,9.0,8.1,BOD (9.0 > 3),5.11,Low Risk,High,High,Non-compliant because BOD is 9.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,Mumbai,Jul,5.4,9.0,7.9,BOD (9.0 > 3),5.11,Low Risk,High,High,Non-compliant because BOD is 9.00 mg/L (above 3). Risk category: Low Risk.
"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Mahim,,Mumbai,Jul,5.0,8.0,8.0,BOD (8.0 > 3),4.26,Low Risk,High,High,Non-compliant because BOD is 8.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,,Mumbai,Jul,4.0,16.0,7.9,DO (4.0 < 5); BOD (16.0 > 3),19.06,Low Risk,High,High,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,Mumbai,Jul,4.4,12.0,8.0,DO (4.4 < 5); BOD (12.0 > 3),12.46,Low Risk,High,High,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea,,Mumbai,Jul,4.2,15.0,8.1,DO (4.2 < 5); BOD (15.0 > 3),16.61,Low Risk,High,High,Non-compliant because DO is 4.20 mg/L (below 5); BOD is 15.00 mg/L (above 3). Risk category: Low Risk.
"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Thane,,Mumbai,Jul,4.0,14.0,8.1,DO (4.0 < 5); BOD (14.0 > 3),17.36,Low Risk,High,High,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,,Mumbai,Jul,4.0,16.0,8.1,DO (4.0 < 5); BOD (16.0 > 3),19.06,Low Risk,High,High,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.
"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",Mithi,,Mumbai,Jul,0.0,50.0,7.3,DO (0.0 < 5); BOD (50.0 > 3),80.0,Severe Risk,High,High,Non-compliant because DO is 0.00 mg/L (below 5); BOD is 50.00 mg/L (above 3). Risk category: Severe Risk.
"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,,Mumbai,Jul,4.4,14.0,7.9,DO (4.4 < 5); BOD (14.0 > 3),14.16,Low Risk,High,High,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,,Mumbai,Jul,4.8,9.0,8.6,DO (4.8 < 5); BOD (9.0 > 3); pH (8.6 not in 6.5-8.5),7.07,Low Risk,High,High,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 9.00 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.
"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Rabodi,,Thane,Jul,1.2,36.0,7.4,DO (1.2 < 5); BOD (36.0 > 3),58.49,High Risk,High,High,Non-compliant because DO is 1.20 mg/L (below 5); BOD is 36.00 mg/L (above 3). Risk category: High Risk.
"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Colour Chem,,Thane,Jul,0.3,46.0,7.4,DO (0.3 < 5); BOD (46.0 > 3),74.2,High Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 46.00 mg/L (above 3). Risk category: High Risk.
"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Sandoz,,Thane,Jul,0.3,46.0,7.4,DO (0.3 < 5); BOD (46.0 > 3),74.2,High Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 46.00 mg/L (above 3). Risk category: High Risk.
"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Ulhas,,Thane,Jul,6.5,4.8,7.6,BOD (4.8 > 3),1.53,Low Risk,High,High,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.
"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Thane,,Thane,Jul,6.4,4.8,7.7,BOD (4.8 > 3),1.53,Low Risk,High,High,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.
"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Ulhas,,Thane,Jul,6.4,5.0,7.6,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Ulhas,,Thane,Jul,5.4,5.0,7.6,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Bassein,,Thane,Jul,4.8,11.0,7.8,DO (4.8 < 5); BOD (11.0 > 3),8.41,Low Risk,High,High,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 11.00 mg/L (above 3). Risk category: Low Risk.
"Pehlar Dam on Pehlar river. inlet of water works, Village. Pehlar, Taluka. Vasai, District. Thane.",Pehlar,,Thane,Jul,7.0,2.6,7.9,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Ulhas,,Thane,Jul,5.8,6.0,7.6,BOD (6.0 > 3),2.55,Low Risk,High,High,Non-compliant because BOD is 6.00 mg/L (above 3). Risk category: Low Risk.
