alert_id,station_name,river_name,alert_type,severity,risk_score,risk_category,violation_reasons,top_model_drivers,rule_explanation,shap_explanation,historical_context_if_available,recommended_action
9cf77dc4,"Vel river at Shikrapur, Village. Shikrapur,Taluka. Shirur, District. Pune.",Vel,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.7,Low Risk,BOD (5.0 > 3),,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
9dcaf86c,"Pawana river at Sangavigaon,  Village. Sangavigaon, Taluka. Haweli, District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance,High,21.74,Low Risk,DO (3.4 < 5); BOD (13.5 > 3),,Non-compliant because DO is 3.40 mg/L (below 5); BOD is 13.50 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
95d9dd0b,"Pawana river at Kasarwadi, Village. Kasarwadi, Taluka. Haweli, District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,24.61,Low Risk,DO (3.2 < 5); BOD (15.0 > 3),,Non-compliant because DO is 3.20 mg/L (below 5); BOD is 15.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
b2dfb463,"Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,14.33,Low Risk,DO (3.9 < 5); BOD (9.5 > 3),,Non-compliant because DO is 3.90 mg/L (below 5); BOD is 9.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
e537e225,"Pawana river at Ravet Weir, Village. Ravet, Taluka. Haweli, District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,5.97,Low Risk,DO (4.7 < 5); BOD (7.2 > 3),,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7cd03f17,"Pawana river at Chinchwadgaon, Village. Chinchwadgaon,Taluka. Haweli,District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,11.97,Low Risk,DO (4.1 < 5); BOD (8.6 > 3),,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
074d2d53,"Pawana river at Pimprigaon, Village. Pimprigaon, Taluka. Haweli, District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,20.09,Low Risk,DO (3.5 < 5); BOD (12.5 > 3),,Non-compliant because DO is 3.50 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
efcb7df1,"Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara.",Venna,Regulatory Violation | ML Non-Compliance,High,1.87,Low Risk,BOD (5.2 > 3),,Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
43584c5f,"Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara.",Krishna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.02,Low Risk,BOD (4.2 > 3),,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
db1237c3,"Krishna river at Krishna. Venna Sangam Mahuli , Village. Mahuli,Taluka. Mahuli, District. Satara.",Krishna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
5216d95a,"Koyna River at Karad, Village. Karad,Taluka. Karad, District. Satara.",Koyna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.36,Low Risk,BOD (4.6 > 3),,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
5c011474,"Krishna river at Wai, Village. Wai,Taluka. Wai,District. Satara.",Krishna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,3.57,Low Risk,BOD (7.2 > 3),,Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2f76a5a5,"Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara.",Nira,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7cd61c5c,"Nira river at Shindewadi,  Village. Shirval, Taluka. Khandala, District. Satara.",Nira,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.87,Low Risk,BOD (5.2 > 3),,Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
16c078e0,"Urmodi river at Nagthne, Village. Nagthane,Taluka. Satara, District. Satara.",Urmodi,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,3.91,Low Risk,BOD (7.6 > 3),,Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7393ac7c,"Venna river at  Mahabaleshwar, Village. Mahabaleshwar, Taluka. Mahabaleshwar, District. Satara.",Venna,Regulatory Violation | ML Non-Compliance,High,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
9058c0e9,"Venna river at Mahuli, Village. Mahuli, Taluka. Mahuli, District. Satara.",Venna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
99232275,"Bhima river at Takli near Karnataka border, Village. Takali, Taluka. South Solapur,  District. Solapur.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,4.43,Low Risk,BOD (8.2 > 3),,Non-compliant because BOD is 8.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f8a547ba,"Bhima river at Narsingpur  near Sangam bridge after confluence with Nira, Village. Narsingpur, Taluka.Malshiros, District. Solapur.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,3.57,Low Risk,BOD (7.2 > 3),,Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
365170f8,"Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur.",Chandrabhaga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,3.91,Low Risk,BOD (7.6 > 3),,Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
084ddfa0,"Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur.",Chandrabhaga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,7.17,Low Risk,DO (4.7 < 5); BOD (8.6 > 3),,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f66c50e5,"Sina river near Laboti toll naka, Village. Laboti,Taluka. Mohal, District. Solapur.",Sina,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,5.4,Low Risk,DO (4.9 < 5); BOD (8.4 > 3),,Non-compliant because DO is 4.90 mg/L (below 5); BOD is 8.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
570fcfbe,"Nalla at D/s of Aklai Mandir, Village. Aklai, Taluka. Malshiras, District. Solapur.",Nala,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.04,Low Risk,BOD (5.4 > 3),,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
508353ab,"Ujani dam pumping station, Dist- Solapur ",Ujani,Regulatory Violation | ML Non-Compliance,High,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
a8f42ef0,"Godavari river at Jaikwadi Dam, Village. Paithan, Taluka. Paithan, District.Ch. Sambhaji Nagar.",Godavari,Regulatory Violation,High,0.36,Low Risk,pH (8.6 not in 6.5-8.5),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
76a33022,"Godavari river at U/s of Paithan at Paithan intake pump house, Village. Jayakwadi, Taluka. Paithan, District. Ch. Sambhaji Nagar.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.87,Low Risk,BOD (3.6 > 3); pH (8.6 not in 6.5-8.5),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3f4c7cef,"Godavari river at D/s of Paithan at Pathegaon bridge, Village. Pathegaon, Taluka. Paithan, District. Ch. Sambhaji Nagar.",Godavari,Regulatory Violation,High,0.36,Low Risk,pH (8.6 not in 6.5-8.5),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
a52bb553,"Godavari river at U/s of Aurangabad Reservoir,Kaigaon Tokka near Kaigaon bridge,Village. Kaigaon,Taluka. Gangapur,District. Ch. Sambhaji Nagar.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.38,Low Risk,BOD (4.2 > 3); pH (8.6 not in 6.5-8.5),,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
e2151718,"Godavari river at Latur water intake near Pump house. Village. Dhamegaon, Taluka. Kalumb, District. Dharashiv",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
ef57221f,"Manjra river at D/s of Latur, near Latur. Nanded bridge, Village. Bhatkheda, Taluka. Latur, District. Latur.",Manjra,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.02,Low Risk,BOD (4.2 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
26ff23f4,"Godavari river at Raher, Village.Raher, Taluka. Nayagaon, District. Nanded.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.02,Low Risk,BOD (4.2 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2a8cb2b4,"Godavari river near Intake water pump house, Village. Vishnupuri, Taluka. Nanded, District. Nanded.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
ad0ec299,"Asna River, Dist- Nanded",Asna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because BOD is 4.80 mg/L (above 3); pH is 9.00 (outside 6.5-8.5). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
e486b7f6,"Purna River, Yeldari dam, Dist- Parbhani",Purna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d607d139,"Krishna river at Walwa, D/s of Islampur near Vithal Temple, Village. Walwa, Taluka. Walwa, District. Sangli.",Krishna,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
7b125c3f,"Krishna River at krishna ghat, miraj Dist-Sangli",Krishna,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
fd4fecc0,"Vashishti river at D/s of Three M Paper Mills near Chiplun water intake  jackwell,  Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",Vashishti,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
0b51b7d6,"Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri.",Karambavane,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
e81bf800,"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,11.06,Low Risk,BOD (16.0 > 3),,Non-compliant because BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
5223d73e,"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,9.36,Low Risk,BOD (14.0 > 3),,Non-compliant because BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
28e8a52d,"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Madvi,Regulatory Violation | ML Non-Compliance,High,2.55,Low Risk,BOD (6.0 > 3),,Non-compliant because BOD is 13.00 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
07e613f5,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,5.96,Low Risk,BOD (10.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d4434798,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,5.11,Low Risk,BOD (9.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
b5a1e556,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,5.11,Low Risk,BOD (9.0 > 3),,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
62220044,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Mahim,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,4.26,Low Risk,BOD (8.0 > 3),,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
1ef24972,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,19.06,Low Risk,DO (4.0 < 5); BOD (16.0 > 3),,Non-compliant because BOD is 8.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
6fafdad9,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,12.46,Low Risk,DO (4.4 < 5); BOD (12.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3f481bd9,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,16.61,Low Risk,DO (4.2 < 5); BOD (15.0 > 3),,Non-compliant because DO is 4.20 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3122c833,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Thane,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,17.36,Low Risk,DO (4.0 < 5); BOD (14.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
31c14785,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,19.06,Low Risk,DO (4.0 < 5); BOD (16.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2b7ab337,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",Mithi,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,80.0,Severe Risk,DO (0.0 < 5); BOD (50.0 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 38.00 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
41237d9c,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,14.16,Low Risk,DO (4.4 < 5); BOD (14.0 > 3),,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
c33474d2,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,7.07,Low Risk,DO (4.8 < 5); BOD (9.0 > 3); pH (8.6 not in 6.5-8.5),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2d84d848,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Rabodi,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,58.49,High Risk,DO (1.2 < 5); BOD (36.0 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 44.00 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
fda99bb4,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Colour Chem,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,74.2,High Risk,DO (0.3 < 5); BOD (46.0 > 3),,Non-compliant because DO is 1.00 mg/L (below 5); BOD is 30.00 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
214b0825,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Sandoz,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,74.2,High Risk,DO (0.3 < 5); BOD (46.0 > 3),,Non-compliant because DO is 0.90 mg/L (below 5); BOD is 35.00 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
8ab8ca49,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Ulhas,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.53,Low Risk,BOD (4.8 > 3),,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
e0eed068,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Thane,Regulatory Violation | ML Non-Compliance | Persistent Hotspot | Increasing Risk,Severe,1.53,Low Risk,BOD (4.8 > 3),,Non-compliant because BOD is 8.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f39ab84d,"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Ulhas,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.7,Low Risk,BOD (5.0 > 3),,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
324ac585,"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Ulhas,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.7,Low Risk,BOD (5.0 > 3),,Non-compliant because BOD is 7.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f6b82cf6,"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Bassein,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,8.41,Low Risk,DO (4.8 < 5); BOD (11.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
99430883,"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Ulhas,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.55,Low Risk,BOD (6.0 > 3),,Non-compliant because BOD is 8.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
ed66ed9a,"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Bhayander,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,9.16,Low Risk,DO (4.6 < 5); BOD (10.0 > 3),,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
e04cebc0,"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Arnala,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,10.76,Low Risk,DO (4.4 < 5); BOD (10.0 > 3),,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
eacca992,"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Uttan,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,13.16,Low Risk,DO (4.1 < 5); BOD (10.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3fb9060d,"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Kharekuran Murbe,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,14.16,Low Risk,DO (4.4 < 5); BOD (14.0 > 3),,Non-compliant because DO is 3.90 mg/L (below 5); BOD is 18.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
40faceae,"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Dandi,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,17.46,Low Risk,DO (4.2 < 5); BOD (16.0 > 3),,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
b6e6118b,"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Sarwali,Regulatory Violation | ML Non-Compliance,High,14.96,Low Risk,DO (4.3 < 5); BOD (14.0 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
4bfd2f84,"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Navapur,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,19.06,Low Risk,DO (4.0 < 5); BOD (16.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
4bd75c73,"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",BPT/Navapur,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,77.6,Severe Risk,DO (0.3 < 5); BOD (80.0 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 54.00 mg/L (above 3). Risk category: Severe Risk.,,None,Dispatch immediate field monitoring team
1550b7bc,"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,56.78,High Risk,DO (1.2 < 5); BOD (34.0 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 58.00 mg/L (above 3). Risk category: Severe Risk.,,None,Dispatch immediate field monitoring team
40f1332c,"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,77.6,Severe Risk,DO (0.3 < 5); BOD (56.0 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 110.00 mg/L (above 3). Risk category: Severe Risk.,,None,Dispatch immediate field monitoring team
fc2a81e7,"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,77.6,Severe Risk,DO (0.3 < 5); BOD (55.0 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 210.00 mg/L (above 3). Risk category: Severe Risk.,,None,Dispatch immediate field monitoring team
af68bfcd,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Savta,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,3.3,Low Risk,DO (4.8 < 5); BOD (5.0 > 3),,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d521af3f,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Dahanu,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.87,Low Risk,BOD (5.2 > 3),,Non-compliant because DO is 4.20 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
01bfa0f9,"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",Kalu,Regulatory Violation | ML Non-Compliance,High,0.34,Low Risk,BOD (3.4 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
45e9dd9f,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Ulhas,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.53,Low Risk,BOD (4.8 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
